DatGeracaoConjuntoDados;NumAno;DscClassificacao;DescricaoCategoria;SigAgente;NumCNPJ;NumOrdemIASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaSatisfacaoR2;MdaFidelidadeR2;MdaValorR2;MdaConfiancaR2;MdaPesoQualidadeInformacao;MdaPesoQualidadeAcesso;MdaPesoQualidadeConfiabilidade;MdaPesoSatisfacaoS1;MdaPesoSatisfacaoS2;MdaPesoSatisfacaoS3;MdaPesoFidelidadeV33;MdaPesoFidelidadeV34;MdaPesoFidelidadeV35;MdaPesoFidelidadeV36;MdaPesoValorV28;MdaPesoValorV29;MdaPesoValorV30;MdaPesoValorV31;MdaPesoValorV91;MdaPesoConfiancaV37;MdaPesoConfiancaV38;MdaPesoConfiancaV39;MdaPesoConfiancaV40;MdaMediaQualidadeInformacaoV15;MdaMediaQualidadeInformacaoV16;MdaMediaQualidadeInformacaoV21;MdaMediaQualidadeInformacaoV22;MdaMediaQualidadeInformacaoV23;MdaMediaQualidadeInformacaoV24;MdaMediaQualidadeInformacaoV90;MdaMediaQualidadeAcessoV10;MdaMediaQualidadeAcessoV11;MdaMediaQualidadeAcessoV12;MdaMediaQualidadeAcessoV17;MdaMediaQualidadeAcessoV19;MdaMediaQualidadeConfiabilidadeV8;MdaMediaQualidadeConfiabilidadeV9;MdaMediaQualidadeConfiabilidadeV13;MdaMediaQualidadeConfiabilidadeV14;MdaMediaQualidadeConfiabilidadeV18;MdaMediaQualidadeConfiabilidadeV20;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaFidelidadeV33;MdaMediaFidelidadeV34;MdaMediaFidelidadeV35;MdaMediaFidelidadeV36;MdaMediaFidelidadeV93;MdaMediaFidelidadeV94;MdaMediaValorV28;MdaMediaValorV29;MdaMediaValorV30;MdaMediaValorV31;MdaMediaValorV91;MdaMediaValorV92;MdaMediaConfiancaV37;MdaMediaConfiancaV38;MdaMediaConfiancaV39;MdaMediaConfiancaV40;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaQualidade;MdaMediaSatisfacao;MdaMediaFidelidade;MdaMediaValor;MdaMediaConfianca;MdaDsvPadQualidadeInformacaoV15;MdaDsvPadQualidadeInformacaoV16;MdaDsvPadQualidadeInformacaoV21;MdaDsvPadQualidadeInformacaoV22;MdaDsvPadQualidadeInformacaoV23;MdaDsvPadQualidadeInformacaoV24;MdaDsvPadQualidadeInformacaoV90;MdaDsvPadQualidadeAcessoV10;MdaDsvPadQualidadeAcessoV11;MdaDsvPadQualidadeAcessoV12;MdaDsvPadQualidadeAcessoV17;MdaDsvPadQualidadeAcessoV19;MdaDsvPadQualidadeConfiabilidadeV8;MdaDsvPadQualidadeConfiabilidadeV9;MdaDsvPadQualidadeConfiabilidadeV13;MdaDsvPadQualidadeConfiabilidadeV14;MdaDsvPadQualidadeConfiabilidadeV18;MdaDsvPadQualidadeConfiabilidadeV20;MdaDsvPadSatisfacaoS1;MdaDsvPadSatisfacaoS2;MdaDsvPadSatisfacaoS3;MdaDsvPadFidelidadeV33;MdaDsvPadFidelidadeV34;MdaDsvPadFidelidadeV35;MdaDsvPadFidelidadeV36;MdaDsvPadFidelidadeV93;MdaDsvPadFidelidadeV94;MdaDsvPadValorV28;MdaDsvPadValorV29;MdaDsvPadValorV30;MdaDsvPadValorV31;MdaDsvPadValorV91;MdaDsvPadValorV92;MdaDsvPadConfiancaV37;MdaDsvPadConfiancaV38;MdaDsvPadConfiancaV39;MdaDsvPadConfiancaV40;MdaDsvPadQualidadeInformacao;MdaDsvPadQualidadeAcesso;MdaDsvPadQualidadeConfiabilidade;MdaDsvPadQualidade;MdaDsvPadSatisfacao;MdaDsvPadFidelidade;MdaDsvPadValor;MdaDsvPadConfianca;MdaCoeficienteQualidadeValor;MdaCoeficienteQualidadeSatisfacao;MdaCoeficienteValorSatisfacao;MdaCoeficienteQualidadeConfianca;MdaCoeficienteSatisfacaoConfianca;MdaCoeficienteConfiancaFidelidade;MdaCoeficienteSatisfacaoFidelidade;QtdSexoV11;QtdSexoV12;QtdFaixaEtariaV21;QtdFaixaEtariaV22;QtdFaixaEtariaV23;QtdFaixaEtariaV24;QtdFaixaEtariaV25;QtdFaixaEtariaV26;QtdFaixaEtariaV27;QtdFaixaEtariaV28;QtdFaixaEtariaV29;QtdEscolaridadeV31;QtdEscolaridadeV32;QtdEscolaridadeV33;QtdEscolaridadeV34;QtdEscolaridadeV35;QtdEscolaridadeV36;QtdEscolaridadeV37;QtdEscolaridadeV38;QtdEscolaridadeV39;QtdRendaV41;QtdRendaV42;QtdRendaV43;QtdRendaV44;QtdRendaV45;QtdRendaV46;QtdRendaV47
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;9,78E+13;17;81,81;81,3;51,22;32,44;81,74;0,6589;0,1389;0,0373;0,5732;0,94664472;0,94875902;0,93727566;0,87488645;0,85171922;0,71339074;;0,93570086;0,96639896;0,94337193;;0,87960798;0,83253635;0,88916026;;0,8635542;0,91630892;0,88381728;0,87156761;7,986111;8,326667;8,973154;7,902778;8,434211;8,519737;;8,457516;8,280822;9,073333;8,655844;8,302817;8,065359;7,980132;8,174757;8,421429;7,921569;8,483444;8,359477;8,620915;7,901316;;5,74;5,52;5,572368;;;;3,823529;3,934211;4;;;8,287582;8,211921;8,437086;8,496689;8,35711;8,554067;8,174448;8,361875;8,293903;5,610789;3,919247;8,358319;2,136;2,04;1,534;2,218;1,926;1,896;;1,811;2,15;1,253;1,985;1,93;1,81;1,975;1,904;1,597;2,101;2,132;1,493;1,707;1,691;;3,247;3,217;3,313;;;;2,055;2,018;1,94;;;1,702;1,698;1,623;1,538;1,621;1,46;1,435;1,422;1,324;3,091;1,738;1,45;0,1932;0,7646;0,1241;0,3962;0,3993;0,2079;0,1923;53;101;0;14;25;29;34;29;23;0;0;0;78;24;6;37;4;3;2;0;33;97;16;6;2;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;9,58E+13;18;83,49;81,27;64,3;43,98;82,98;0,5845;9,19E-02;2,00E-04;0,5615;0,91627317;0,93390609;0,95033461;0,73792339;0,74949575;0,69387541;;0,85586476;0,93032579;0,90553957;;0,82755249;0,88622347;0,90177134;;0,88140025;0,85172816;0,92177454;0,87496975;8,41791;8,538462;8,776978;8,47482;8,797297;8,69863;;8,613793;8,161972;8,722973;8,75;8,5;8,154362;8,147651;8,430556;8,55;8,534247;8,458647;8,566667;8,691275;7,637584;;7,073826;6,753333;6,55102;;;;5,060403;4,863946;4,958333;;;8,349315;8,362416;8,604027;8,548611;8,61735;8,549748;8,379244;8,515447;8,298509;6,792726;4,960894;8,466092;1,516;1,621;1,376;1,636;1,493;1,632;;1,52;1,955;1,638;1,753;1,431;1,587;1,708;1,268;1,372;1,489;1,774;1,245;1,423;1,503;;2,13;2,183;2,22;;;;1,684;1,686;1,626;;;1,344;1,401;1,294;1,46;1,304;1,339;1,161;1,183;1,01;1,955;1,451;1,212;-0,0155;0,7623;7,04E-02;0,3768;0,4165;0,1811;9,95E-02;56;94;0;11;28;23;26;32;30;0;0;0;83;11;8;29;1;12;6;0;12;105;20;4;2;2;5
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;8,64E+13;19;83,15;80,58;48,96;38,07;77;0,5057;0,1145;6,21E-02;0,6604;0,91201776;0,9261555;0,93064418;0,86268783;0,83070378;0,7450742;;0,910565;0,93868293;0,93059632;;0,9240107;0,91631405;0,91933854;;0,89580836;0,91400627;0,80258722;0,79988152;7,75;7,829932;8,585714;7,889655;8,290541;8,287671;;8,458333;8,875;9,041096;8,804054;8,648276;8,493333;8,527027;8,298387;8,559441;8,57047;8,993151;8,373333;8,6;7,724832;;5,386207;5,312925;5,52;;;;4,233333;4,533333;4,513333;;;7,713333;7,786667;8,426667;7,836735;8,105586;8,765352;8,573635;8,481524;8,232722;5,406377;4,426667;7,94085;2,467;2,138;1,911;2,38;2,057;2,111;;1,642;1,32;1,253;1,845;1,373;1,437;1,578;2,037;1,713;1,837;1,477;1,574;1,667;1,846;;2,99;3,104;3,177;;;;2,327;2,26;2,351;;;2,208;2,141;1,68;2,089;1,621;1,142;1,131;1,198;1,375;2,864;2,128;1,739;0,2491;0,6348;0,1633;0,4511;0,4259;0,1901;0,1717;65;85;0;12;22;24;42;22;28;0;0;0;72;19;7;35;4;10;3;0;15;83;37;14;1;0;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;6,02E+13;20;81,41;80,26;43,3;32,22;76,74;0,4941;0,1826;0,0608;0,5611;0,88654302;0,91474614;0,90220322;0,81322638;0,83345741;0,67952531;;0,94667151;0,96784665;0,95482572;;0,92971673;0,94879246;0,93691375;;0,87808621;0,92934788;0,90064022;0,9196412;7,786207;7,863946;8,828571;8,1;8,428571;8,466216;;8,466216;8,551724;9,081633;8,346667;8,082192;8,366667;8,310811;7,816794;8,172414;8,168919;8,516779;8,406667;8,573333;7,573333;;4,96;4,773333;4,96;;;;3,826667;3,886667;3,986667;;;7,94;7,671141;8,153333;7,872483;8,245585;8,505686;8,225397;8,325556;8,184444;4,897778;3,9;7,909239;2,364;2,316;1,438;2,175;1,97;1,826;;1,819;1,753;1,344;2,098;2,022;1,657;1,896;2,419;1,909;1,944;1,992;1,502;1,664;1,926;;3,128;3,163;3,111;;;;1,955;2,166;2,082;;;1,836;1,902;1,721;1,908;1,564;1,355;1,389;1,293;1,311;2,997;1,941;1,671;0,2466;0,6407;0,1297;0,4021;0,4097;0,2378;0,2254;62;88;1;15;28;26;38;24;18;0;0;0;60;20;9;47;5;8;1;0;24;85;31;7;3;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerpalo;8,53E+13;21;80,7;80,12;40,87;32,88;77,21;0,6302;0,282;1,59E-02;0,5793;0,92313758;0,90342891;0,93995515;0,8527327;0,88050812;0,8046649;;0,91014241;0,94948267;0,95364641;;0,86135353;0,88154547;0,85506562;;0,87667904;0,91238728;0,89343015;0,83768127;7,621429;8,188406;8,794118;7,681159;8,237762;8,554054;;8,276596;8,673913;9,041958;8,777027;8,255639;8,153333;8,422819;7,861702;8,47482;8;7,181159;8,331081;8,586667;7,671141;;4,938776;4,458904;4,648649;;;;3,972789;3,912752;3,993056;;;7,931034;7,729167;8,157534;7,985816;8,179488;8,605027;8,015639;8,266718;8,196296;4,682109;3,959532;7,950888;2,534;2,185;2,007;2,622;2,436;2,137;;2,159;1,833;1,571;2,029;2,049;1,941;1,987;2,41;2,178;2,136;2,888;1,7;1,731;2,242;;3,017;3,035;3,036;;;;2,076;2,023;2,109;;;2,055;2,352;2,088;2,306;1,752;1,556;1,646;1,524;1,596;2,841;1,792;1,937;0,1262;0,7616;0,1286;0,4249;0,362;0,2915;0,2939;71;79;0;13;21;27;35;30;24;0;0;0;49;30;13;38;6;12;2;0;32;71;29;14;3;1;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;8,57E+13;22;83,41;80,11;41,12;31,91;78,3;0,617;0,1488;0;0,673;0,87827615;0,90795318;0,88442248;0,79444187;0,83862468;0,77813281;;0,8923611;0,92186571;0,89198326;;0,83125823;0,88502234;0,87033433;;0,8276512;0,92087141;0,89937262;0,77236487;7,768595;8,021898;8,689655;8,040984;8,207692;8,721429;;8,58209;8,769784;8,928571;9,085714;8,656489;8,577465;8,585714;7,475;8,479339;8,609929;9,057143;8,156028;8,584507;7,862319;;4,669065;4,57971;4,857143;;;;3,741007;3,769784;4,1;;;7,697842;7,788321;8,446043;8,263158;8,241709;8,80453;8,464098;8,503446;8,200951;4,701973;3,870264;8,048841;2,246;2,016;1,523;2,009;2,02;1,646;;1,772;1,647;1,67;1,652;1,372;1,489;1,779;2,238;1,549;1,61;1,592;1,877;1,484;1,743;;2,751;2,652;2,862;;;;2,226;2,04;2,295;;;2,013;1,9;1,735;1,825;1,378;1,195;1,208;1,121;1,366;2,484;1,885;1,597;-1,60E-03;0,7854;-0,0106;0,4342;0,4341;0,2028;0,2066;59;83;1;9;13;25;35;27;31;1;0;0;58;22;5;38;3;10;6;0;27;78;26;9;1;1;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;8,94E+13;23;80,74;79,09;55,11;32,04;81,39;0,6467;0,1888;0,0033;0,4608;0,92993129;0,93410082;0,93216074;0,88031572;0,80006946;0,71382663;;0,9464182;0,95944078;0,95297039;;0,88684726;0,90686692;0,86933641;;0,87846924;0,89965433;0,90433706;0,82934974;7,82906;7,976;8,803279;8,051282;8,184615;8,569231;;8,314961;8,438596;8,856;9,082707;8,19469;7,597015;7,477612;8,285714;8,425;7,75188;8,376923;8,11194;8,496241;7,701493;;5,992424;5,962121;5,924242;;;;3,843284;3,854962;3,953488;;;8,164179;8,218045;8,455224;8,469231;8,235578;8,577391;7,985691;8,26622;8,103224;5,959596;3,883911;8,32667;2,064;2,114;1,428;1,992;1,973;1,688;;1,782;1,675;1,413;1,185;1,606;1,94;2,083;1,144;1,444;2,053;1,925;1,553;1,514;1,684;;2,918;2,887;2,82;;;;1,981;1,829;1,761;;;1,645;1,585;1,353;1,399;1,488;1,192;1,329;1,246;1,262;2,74;1,649;1,314;-0,0579;0,7982;-5,12E-02;0,3634;0,3504;0,2221;0,2556;61;74;0;4;19;22;32;37;21;0;0;0;64;16;5;32;3;10;5;0;14;90;20;8;3;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;4,93E+13;24;82,65;78,92;47,72;27,37;80,47;0,6125;0,2312;5,00E-02;0,5319;0,8703396;0,89769687;0,92176;0,81972574;0,86133168;0,6495953;;0,91089697;0,95064285;0,96323528;;0,87341927;0,93578496;0,90019366;;0,88373477;0,91713189;0,92093352;0,89831307;8,331081;8,166667;8,925676;8;8,442177;8,610738;;8,449664;8,216783;8,958904;8,56;8,22973;8,333333;8,3;8,606061;8,492958;7,84;8,946667;8,020134;8,557047;7,604027;;5,433333;5,162162;5,295302;;;;3,506667;3,402685;3,483221;;;8,24;8,006803;8,42;8,304054;8,412723;8,483016;8,419836;8,438525;8,060403;5,296933;3,464191;8,242714;2,08;2,146;1,854;2,479;2,092;1,874;;1,933;2,395;1,69;2,2;2,127;1,763;1,729;1,993;1,604;2,403;1,86;1,909;1,759;2,252;;3,218;3,167;3,214;;;;1,992;1,942;2,107;;;2,138;2,242;1,919;2,206;1,619;1,589;1,363;1,364;1,522;3,013;1,818;1,924;0,2236;0,6992;0,198;0,3876;0,3852;0,2839;0,2293;52;98;0;19;33;36;30;20;12;0;0;0;64;17;13;45;2;8;1;0;41;79;29;1;0;0;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;7,66E+13;25;82,03;78,71;42,82;33,94;73,03;0,6249;0,2224;6,03E-02;0,6347;0,87293154;0,93436475;0,92152207;0,83612526;0,88021176;0,78873288;;0,91397767;0,94279537;0,93291261;;0,80140007;0,88860293;0,90400359;;0,89567539;0,87698799;0,82514367;0,90136954;7,792593;7,892857;8,532374;7,205882;7,765957;8,195946;;8,868056;8,804196;8,856164;9,073826;8,314685;8,306667;8,516779;8,55102;8,576642;8,181208;8,489796;8,409396;8,273333;7,527778;;5,076389;4,664384;4,826389;;;;4,020408;4,090909;4,048951;;;7,197279;7,47619;8,093333;7,562044;7,897602;8,783385;8,437019;8,372669;8,070169;4,85572;4,053423;7,582212;2,411;2,16;2,19;2,7;2,551;2,284;;1,401;1,926;1,846;1,542;1,909;1,761;1,79;1,679;1,812;1,928;2,103;1,814;1,956;2,142;;2,906;2,945;3,048;;;;2,44;2,264;2,298;;;2,393;2,215;1,954;2,32;1,899;1,318;1,382;1,391;1,644;2,759;2,016;1,947;0,2456;0,683;0,2354;0,4261;0,4164;0,2509;0,2541;66;84;0;14;25;25;30;32;24;0;0;0;62;24;11;38;5;10;0;0;21;81;34;14;0;0;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;7,58E+13;26;81,41;77,32;38,01;33,42;77,82;0,6474;0,1484;4,70E-03;0,6063;0,90984698;0,94288747;0,94137001;0,8342167;0,82682588;0,84215485;;0,88233654;0,88695013;0,91646374;;0,79117493;0,86853715;0,84117461;;0,91599139;0,90732254;0,89353348;0,85294701;7,760331;8,007519;8,362205;7,758065;8,03937;8,540741;;8,5;8,962687;9,097015;9,051471;8,264;7,666667;7,716418;8,60241;8,272727;7,844444;8,614815;8,051852;8,441176;7,392593;;4,640625;4,136364;4,484848;;;;3,844444;3,992537;4,177778;;;7,765152;7,954545;8,272059;8,030769;8,078038;8,775034;8,11958;8,324218;7,961874;4,420612;4,00492;8,005631;2,258;2,176;1,984;2,071;2,151;1,813;;1,636;1,503;1,246;1,574;1,743;1,854;1,969;1,393;1,797;2,094;1,959;1,648;1,677;1,83;;2,905;2,833;2,884;;;;2,079;1,923;2,094;;;2,044;1,981;1,774;1,909;1,685;1,26;1,408;1,35;1,434;2,573;1,693;1,721;6,82E-02;0,8029;-2,50E-03;0,4155;0,404;0,2294;0,1536;61;75;0;11;20;31;28;18;28;0;0;0;52;14;7;35;9;10;9;0;19;65;31;15;6;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;8,64E+13;27;80,43;76,93;32,97;30,84;69,19;0,575;9,73E-02;1,10E-03;0,5588;0,90648251;0,93646937;0,94550276;0,77379504;0,84019956;0,77796184;;0,872733;0,9525066;0,92250592;;0,87349547;0,88069156;0,88201872;;0,88397806;0,94520419;0,82906162;0,8928541;7,733813;7,596026;8,25;7,766917;7,978417;8,122449;;8,344828;8,387324;8,550336;8,86755;8,270073;8,164474;8,38255;8,07;8,281481;8,563758;8,421769;7,721854;8,447368;7,56;;4,226667;3,794702;3,900662;;;;3,695364;3,934211;3,697987;;;6,939189;7,040268;7,94702;7,041667;7,907937;8,484022;8,314005;8,235322;7,909741;3,97401;3,775854;7,242036;2,332;2,561;1,935;2,094;2,17;2,204;;2,034;1,764;1,985;1,614;1,759;1,758;1,732;2,021;1,869;1,6;1,905;2,12;1,691;2,176;;2,961;2,772;2,886;;;;2,308;2,269;2,109;;;2,466;2,408;1,935;2,539;1,801;1,496;1,356;1,44;1,587;2,63;1,958;2,083;0,0327;0,7578;2,50E-03;0,3847;0,4104;0,182;0,1455;66;86;1;7;30;23;40;29;22;0;0;0;67;13;13;39;9;6;5;0;26;69;39;15;2;1;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;4,46E+13;28;81,07;76,27;38,64;34,41;77,62;0,6887;0,2426;8,90E-03;0,6493;0,92993812;0,95125099;0,95790713;0,88687612;0,90626011;0,75408368;;0,923145;0,9565669;0,93611574;;0,87788529;0,89624361;0,89430437;;0,89208958;0,93177533;0,93730573;0,93465202;8,131579;8,146552;8,605263;8,184211;8,34188;8,57265;;8,46087;8,508929;8,940171;8,273504;8,147826;8,153846;8,163793;8,06;8,267241;7,548673;8,368421;7,940171;8,350427;7,189655;;4,284483;4,422414;4,724138;;;;4,232759;4,017094;4,042735;;;7,820513;7,846154;8,188034;8,078261;8,330356;8,46626;8,093662;8,296759;7,826751;4,477011;4,097529;7,98324;2,062;2,331;1,832;2,045;2,056;1,877;;1,913;1,987;1,768;2,132;2,056;1,906;1,916;2,189;2,01;2,209;1,953;2,023;1,863;2,341;;3,045;3,057;3,215;;;;2,313;2,308;2,408;;;2,112;2,091;2,076;1,996;1,632;1,657;1,52;1,517;1,754;2,915;2,084;1,911;9,41E-02;0,8177;6,47E-02;0,4079;0,4316;0,2025;0,28;49;68;0;11;29;30;21;18;8;0;0;0;37;13;12;37;2;14;2;0;16;51;35;13;1;1;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;5,01E+13;29;80,51;75,35;37,39;27,28;76,39;0,7398;0,2099;2,44E-02;0,7285;0,90028425;0,93983297;0,94349505;0,86536707;0,888572;0,82192262;;0,91029397;0,95147431;0,91520221;;0,89928886;0,93570992;0,88001927;;0,89934642;0,91211497;0,90328023;0,86135814;7,507463;8,049296;9,043478;7,717391;8,197183;8,60274;;8,181818;8,206667;9,013699;8,736486;7,986111;7,766667;7,838926;8,551724;8,358621;7,697987;8,533784;7,773333;8,302013;7,228188;;4,486667;4,154362;4,463087;;;;3,306667;3,348993;3,719178;;;7,919463;7,70068;7,953333;7,931973;8,186258;8,424956;8,124618;8,245278;7,767845;4,368039;3,458279;7,876362;2,621;2,156;1,488;2,544;2,361;1,884;;2,126;2,236;1,753;2,057;2,306;2,147;2,198;1,887;2,059;2,443;2,248;2,108;1,842;2,306;;3,074;2,994;3,157;;;;1,986;1,928;2,21;;;2,074;2,23;2,227;2,31;1,698;1,732;1,761;1,606;1,787;2,845;1,846;1,975;0,1562;0,8138;0,152;0,4477;0,4367;0,2508;0,2251;77;73;0;13;21;35;30;36;15;0;0;0;45;30;8;50;4;12;1;0;34;76;27;12;1;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceripa;4,96E+13;30;77,77;73,62;34,15;32,71;74,8;0,6726;0,1831;8,98E-02;0,684;0,929648;0,9266899;0,9386794;0,88156471;0,89777271;0,84007818;;0,97916921;0,97652379;0,97970288;;0,92601081;0,96019477;0,96746482;;0,89635723;0,90238203;0,9260722;0,93912072;7,346939;7,506849;8,5;7,506849;8,068493;8,18;;7,952381;7,905405;8,713333;8,32;7,986486;8,173333;8,066667;7,5;7,77027;7,92;8,4;7,62;8,186667;7,033784;;4,133333;3,973333;4,113333;;;;3,846667;3,92;4,06;;;7,72;7,386667;7,993333;7,817568;7,851522;8,175521;7,971712;7,999585;7,613483;4,073333;3,942222;7,729392;2,839;2,788;2,107;2,796;2,626;2,403;;2,15;2,387;1,851;2,292;2,108;1,938;2,032;2,962;2,303;2,215;2,276;2,249;1,937;2,464;;3,262;3,196;3,292;;;;2,123;2,084;2,086;;;2,332;2,405;2,23;2,285;2,157;1,81;1,747;1,775;1,932;3,18;1,995;2,118;0,2997;0,6916;0,2383;0,4307;0,4363;0,1947;0,2409;75;75;0;16;34;27;26;31;16;0;0;0;73;14;7;45;4;7;0;0;15;81;47;6;1;0;0
13/06/2023;2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;8,26E+13;31;77,84;73,12;42,47;34,99;73,42;0,5183;0,2243;0,0511;0,4938;0,85402209;0,89362844;0,93222014;0,81131423;0,84201458;0,77389933;;0,87737885;0,93763888;0,88373747;;0,83006905;0,88118171;0,88797375;;0,84550284;0,89729542;0,8904332;0,89559328;7,351724;7,612676;8,620155;7,326241;7,634483;8,147651;;8,193103;8,194245;8,821918;8,97973;7,81295;7,741722;7,755102;8,61165;8,260563;7,297297;7,328859;7,848684;7,855263;7;;4,793103;4,661972;5,020548;;;;4,178808;4,152318;4,118056;;;7,422819;7,506849;7,806667;7,6875;7,782155;8,400389;7,832532;8,005025;7,567982;4,825208;4,149727;7,605959;2,421;2,422;1,42;2,53;2,486;2,159;;1,748;1,96;1,7;1,571;1,962;2,028;1,989;1,578;1,601;2,272;2,79;1,746;1,893;2,003;;2,76;2,719;2,771;;;;2,45;2,185;2,054;;;2,043;2,001;1,809;2,008;1,748;1,367;1,534;1,383;1,521;2,473;1,929;1,733;0,2261;0,6814;7,49E-02;0,3674;0,3901;0,2781;0,2341;64;89;1;8;25;23;42;27;27;0;0;0;76;23;8;33;2;8;3;0;26;94;26;5;1;0;1
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;5,32E+13;32;71,27;70,89;37,15;32,09;68,6;0,7561;0,1505;8,97E-02;0,7677;0,93860654;0,95492378;0,97111694;0,90371067;0,89459936;0,84073427;;0,92618594;0,97194861;0,96044281;;0,89940374;0,93167484;0,88994089;;0,95120992;0,95241275;0,97109037;0,9534174;7,553719;6,868613;7,96748;7,710744;7,666667;7,489209;;7,231343;7,161538;7,639098;7,647482;7,192308;7,316901;7,429577;7,514563;7,341463;6,963504;7,404412;7,556338;7,753521;6,792857;;4,242857;4,355072;4,428571;;;;3,957746;3,815603;3,894366;;;7,210145;7,065217;7,257143;7,161765;7,542738;7,374354;7,328403;7,415165;7,367572;4,342167;3,889239;7,173567;2,066;2,352;2,076;1,881;2,104;2,152;;2,176;2,309;2,359;2,133;2,394;2,064;1,984;1,86;2,014;2,468;2,401;1,908;2,141;2,274;;2,697;2,673;2,658;;;;2,073;1,824;1,934;;;2,047;2,216;2,229;2,251;1,802;1,918;1,738;1,737;1,851;2,55;1,762;2,092;0,2995;0,7288;0,2621;0,4222;0,4694;0,1979;0,2025;61;81;0;4;18;36;26;30;28;0;0;0;76;16;12;31;2;5;0;0;10;88;31;12;0;1;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerrp;4,66E+13;33;69,95;67,49;40,02;27,05;66,86;0,6983;0,1083;1,10E-03;0,7276;0,93425396;0,93528746;0,94757227;0,83247303;0,8901898;0,82018639;;0,92852185;0,94098122;0,93007904;;0,86436464;0,88581099;0,91248049;;0,88080471;0,91072249;0,93793658;0,90921916;7,13986;6,782313;7,832168;7,027778;7,619048;7,414966;;7,22069;7,395522;8,188406;8,127517;6,963768;6,959732;7,161074;7,239669;7,482014;6,040268;7,173333;7,226667;7,3;6,673333;;4,646667;4,42;4,74;;;;3,52349;3,4;3,38255;;;7,12;6,932886;6,946667;7,07483;7,302689;7,579181;7,009348;7,297073;7,066667;4,602222;3,435347;7,018596;2,679;2,856;2,485;2,826;2,607;2,611;;2,638;2,65;2,209;2,229;2,55;2,616;2,346;2,692;2,353;2,947;2,821;2,14;2,424;2,404;;3,024;3,12;3,127;;;;2,304;2,428;2,44;;;2,49;2,564;2,659;2,629;2,193;1,93;2,067;1,938;1,971;2,884;2,123;2,353;3,28E-02;0,8266;9,57E-02;0,4452;0,4459;0,1694;0,1754;52;98;0;9;30;39;33;24;15;0;0;0;55;25;23;37;4;6;0;0;30;88;27;5;0;0;0
13/06/2023;2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;5,25E+13;34;73,55;66,85;33,32;26,43;66,56;0,6698;0,29;4,10E-03;0,7205;0,91488585;0,93344092;0,9311927;0,86923428;0,81959719;0,81291519;;0,92432643;0,96484043;0,92560165;;0,86074762;0,82371521;0,86023873;;0,86915465;0,90561989;0,93095046;0,87287258;7,4;7,183099;8,476923;7,557143;8,028571;8,214286;;7,382979;7,683824;8,591241;8,401408;7,022222;6,908451;7,204225;7,722689;7,5;6,161972;7,914894;6,978873;7,633803;6,435714;;3,978417;3,900709;4,121429;;;;3,368794;3,404255;3,364286;;;6,93617;6,702128;7;7,333333;7,810004;7,816335;7,235372;7,62057;7,01613;4,000185;3,379112;6,992908;2,529;2,625;1,947;2,392;2,244;1,953;;2,348;2,417;1,851;2,035;2,485;2,228;2,378;2,343;2,034;2,63;2,366;2,338;2,109;2,377;;2,867;2,894;3,014;;;;1,772;1,754;1,857;;;2,538;2,581;2,447;2,229;1,809;1,797;1,754;1,655;1,898;2,744;1,523;2,192;6,40E-02;0,811;5,78E-02;0,4161;0,4637;0,2726;0,2869;64;78;0;12;25;31;33;25;16;0;0;0;39;21;8;62;3;9;0;0;15;75;44;8;0;0;0
